ProductName,ProductID,Brand,Price,DiscountedPrice,Category,Quantity
WeCool S1 Portable Bluetooth selfie stick with wireless...,536,,719,,Selfie_sticks,
Hold up Bluetooth Selfie Stick,205,,299,,Selfie_sticks,
NAFA Portable Selfie Stick Tripod with Bluetooth Remote...,328,,299,,Selfie_sticks,
Hold up Wireless Remote selfie stick R1 Bluetooth Selfi...,211,,299,,Selfie_sticks,
"Hold up Selfie Stick Tripod, Extendable Selfie Stick wi...",208,,299,,Selfie_sticks,
"Hold up Selfie Stick Tripod with LED Fill Light, Phone ...",207,,374,,Selfie_sticks,
ghar ki khushiya GHARKIKHUSHIYA CABLE SELFIE STICK Cabl...,188,,299,,Selfie_sticks,
MDB Bluetooth Selfie Stick,296,,295,,Selfie_sticks,
Lasmo Bluetooth Selfie Stick,264,,465,,Selfie_sticks,
Mrs Simin Cable Selfie Stick,322,,239,,Selfie_sticks,
GOCIO video light kit o1 Cable Selfie Stick,192,,949,,Selfie_sticks,
Sharp beak Bluetooth Selfie Stick,434,,395,,Selfie_sticks,
Sharp beak Wireless Remote selfie stick R1 Bluetooth Se...,436,,395,,Selfie_sticks,
blue seed BBD 3-in-1 Multifunctional Extendable Bluetoo...,42,,297,,Selfie_sticks,
Zety selfie stick bluetooth remote 360 Degree Rotated P...,577,,599,,Selfie_sticks,
"Pecan Wireless Bluetooth selfie stick with Remote, Mini...",366,,294,,Selfie_sticks,
Mi Selfie Stick Tripod with Extendable Aluminium Monopo...,308,,"1,499",,Selfie_sticks,
blue seed Bluetooth Selfie Stick,43,,399,,Selfie_sticks,
Sunnybuy R1 Bluetooth Selfie Stick,445,,629,,Selfie_sticks,
Sharp beak Wireless Remote selfie stick R1 Bluetooth Se...,436,,395,,Selfie_sticks,
biRo Bluetooth Selfie Stick,40,,459,,Selfie_sticks,
Gadget Zone Cable Selfie Stick,178,,254,,Selfie_sticks,
PicPok Extendable Aux Wired Selfie Stick Monopod for iP...,372,,249,,Selfie_sticks,
DPCOLLECTIONS UNIVERSAL WIRED HANDHELD MONOPOD FOR PHON...,118,,271,,Selfie_sticks,
samipna Bluetooth Selfie Stick,425,,594,,Selfie_sticks,
DPCOLLECTIONS Cable Selfie Stick,117,,271,,Selfie_sticks,
Hold up HOLD UP Selfie Stick Tripod with Light & Phone ...,206,,344,,Selfie_sticks,
SANNO WORLD New Arrival Compact Extendable and Foldable...,429,,246,,Selfie_sticks,
SANNO WORLD BEST BUY UNIVERSAL WIRED HANDHELD MONOPOD F...,428,,245,,Selfie_sticks,
SANNO WORLD UNIVERSAL WIRED HANDHELD MONOPOD FOR PHONE ...,430,,269,,Selfie_sticks,
FROGGY Cable Selfie Stick,177,,210,,Selfie_sticks,
Sulfur Cable Selfie Stick,444,,235,,Selfie_sticks,
DPCOLLECTIONS Cable Selfie Stick,117,,275,,Selfie_sticks,
KSD Bluetooth Selfie Stick,257,,429,,Selfie_sticks,
"Sharp beak Selfie Stick Tripod with LED Fill Light, Pho...",435,,499,,Selfie_sticks,
Mindfied ??Best R1s-2 Bluetooth Extendable Selfie Stick ...,309,,479,,Selfie_sticks,
Ravbelli R1S 3 in 1 Multifunctional Foldable Extendable...,412,,593,,Selfie_sticks,
icall Wired Mini Selfie Stick with Button Wired Silicon...,225,,299,,Selfie_sticks,
ghar ki khushiya universal wired cable selfie stick uni...,189,,299,,Selfie_sticks,
Cipto MH01 Mobile Holder,76,,239,,Mobile_stand,
GEOCARTER Multi-Purpose Self Adhesive Smartphone holder...,186,,385,,Mobile_stand,
Tanunni Mobile Holder Mobile Holder,463,,164,,Mobile_stand,
Portronics POR-122 MODESK Universal Mobile Holder (Blac...,391,,112,,Mobile_stand,
Tanunni Mobile Holder Red Color Mobile Holder,464,,169,,Mobile_stand,
FLORICAN Height and Angle Adjustable Mobile Holder,174,,262,,Mobile_stand,
ELV Aluminum Adjustable Foldable Stand for All Smartpho...,135,,289,,Mobile_stand,
"HOLDN Ultra Slim foldable Stand, Card Holder, Wallet, F...",212,,349,,Mobile_stand,
M/S DSNS Wall Charger Hook Mobile Phone Holder Universa...,289,,183,,Mobile_stand,
Casewilla Mobile Stand Holder for Table with Adjustable...,73,,235,,Mobile_stand,
Expro CHARGING PAD WITH GLOSSY LOOK AND STRONG BODY Mob...,144,,164,,Mobile_stand,
GEOCARTER Multi-Purpose Wall Mount Smartphone holder. A...,187,,385,,Mobile_stand,
Flipkart SmartBuy NextGen Multi Angle Mobile Stand. Pho...,168,,170,,Mobile_stand,
Flipkart SmartBuy SLICK Multi Angle Mobile Stand. Phone...,170,,170,,Mobile_stand,
ELV Foldable Universal Tablet & Phone Stand Compatible ...,137,,135,,Mobile_stand,
MADPAIR Invisible Mobile Kickstand Mobile Holder,294,,199,,Mobile_stand,
FLORICAN Pack of 4 Multipurpose Hanging Holder for Mobi...,175,,236,,Mobile_stand,
Portronics POR-1196 Modesk Plus Card Holder & Mobile Ho...,390,,171,,Mobile_stand,
Portronics Modesk 4 POR-1271 Mobile Holder,388,,177,,Mobile_stand,
Urban Kings UKS3 Mobile Holder,513,,"2,499",,Mobile_stand,
Portronics POR-1152 Modesk 101 Wall Hanging Mobile Hold...,389,,106,,Mobile_stand,
ELV Portable Aluminium Mobile Stand Holder With Conveni...,138,,159,,Mobile_stand,
Portronics Modesk 100 Foldable Desktop Tablet & Mobile ...,387,,174,,Mobile_stand,
Hold up Tablet Holder 360 Adjustable Phone-Tablet Stand...,209,,"1,699",,Mobile_stand,
Flipkart SmartBuy Aluminium Adjustable And Foldable Doc...,164,,330,,Mobile_stand,
Flipkart SmartBuy MH01 - MultiPurpose Mobile Charging W...,167,,239,,Mobile_stand,
ELV Universal Smart Mobile Holder,139,,139,,Mobile_stand,
Expro EX-02 CHARGING PAD PACK OF 2 FOR ALL MOBILES Mobi...,145,,349,,Mobile_stand,
FLORICAN 360? Rotatable Gooseneck Mobile Holder | Lazy ...,173,,594,,Mobile_stand,
BROLAVIYA Overhead Metal Long Lazy Arm and Bracket for ...,64,,999,,Mobile_stand,
ELV Aluminium Adjustable And Foldable Dock Mobile Holde...,134,,289,,Mobile_stand,
"DUDAO F10XS Tablets & Mobile Holder Foldable Dock, Comp...",119,,709,,Mobile_stand,
Flipkart SmartBuy Foldable Universal Tablet & Phone Sta...,165,,159,,Mobile_stand,
ELV DIRECT Mobile Phone Holder Mobile Holder,136,,159,,Mobile_stand,
"Tizum Foldable Portable Desktop Stand for Phone, Tablet...",470,,175,,Mobile_stand,
Hold up Tablet Stand Holder Adjustable Height Tablet & ...,210,,899,,Mobile_stand,
Expro 04 Double USB Fast Charging Mobile Stand Mobile H...,143,,251,,Mobile_stand,
Techvor Universal Mobile Holder Metal Mobile stand With...,467,,159,,Mobile_stand,
Flipkart SmartBuy Aluminium Adjustable And Foldable Doc...,164,,295,,Mobile_stand,
nimd beautic Acrylic Double Mobile Stand Dual Phone Cha...,333,,330,,Mobile_stand,
